annual_income,credit_score,previous_defaults,credit_utilization_ratio,inquiry_count_6m,debt_to_income_ratio,default_flag
66773,629,0,0.49,1,0.23,0
48598,656,0,0.23,1,0.13,0
50105,715,3,0.16,1,0.29,0
65408,666,0,0.35,3,0.27,0
62058,723,0,0.61,0,0.09,0
46969,637,0,0.57,2,0.26,0
63655,642,0,0.88,0,0.27,0
50105,752,0,0.12,2,0.11,0
50105,635,0,0.5,1,0.23,0
49526,698,0,0.22,3,0.16,0
53094,718,0,0.52,2,0.4,0
56280,659,0,0.56,4,0.27,0
38066,683,0,0.55,1,0.26,0
61787,660,0,0.45,2,0.29,0
50105,766,0,0.9,2,0.44,0
42218,627,0,0.33,3,0.21,0
50105,711,1,0.92,2,0.29,0
42818,633,1,0.68,2,0.11,0
40558,597,1,0.14,2,0.48,1
66248,712,0,0.38,1,0.2,0
35402,626,0,0.16,1,0.22,0
69185,710,1,0.33,0,0.09,0
57722,664,0,0.26,2,0.15,0
39260,703,0,0.29,0,0.46,0
50913,772,0,0.33,1,0.34,0
50105,835,0,0.1,1,0.29,0
31068,696,1,0.32,0,0.47,0
47676,672,1,0.41,0,0.06,0
50105,699,0,0.71,6,0.28,0
50105,717,1,0.7,0,0.05,0
54078,651,2,0.46,0,0.37,0
61009,768,0,0.36,1,0.19,0
60273,674,2,0.75,4,0.08,1
50105,734,0,0.67,1,0.04,0
39718,710,0,0.7,3,0.5,0
37311,699,0,0.73,0,0.35,0
50105,659,0,0.41,1,0.48,0
43552,732,0,0.55,1,0.4,0
61931,635,1,0.1,2,0.29,0
49983,625,1,0.44,2,0.15,0
47578,593,0,0.06,0,0.31,0
50105,671,1,0.28,0,0.15,0
53221,678,1,0.24,2,0.13,0
36532,708,1,0.46,2,0.4,0
51518,708,0,0.67,0,0.45,0
57759,662,0,0.2,1,0.46,0
62835,624,0,0.38,2,0.28,0
36192,809,0,0.38,1,0.29,0
50105,628,0,0.64,1,0.29,0
47804,793,0,0.46,0,0.21,0
55265,678,0,0.5,2,0.22,0
64066,644,0,0.43,2,0.24,0
43987,723,0,0.27,0,0.47,0
55245,660,0,0.43,0,0.27,0
50105,578,0,0.61,2,0.02,0
43339,688,0,0.51,3,0.46,0
43692,672,0,0.37,0,0.3,0
55852,679,0,0.4,3,0.29,0
46379,728,0,0.48,3,0.18,0
33337,668,0,0.45,3,0.29,0
50105,721,0,0.07,2,0.29,0
50105,724,1,0.46,2,0.21,0
50105,692,1,0.09,3,0.22,0
45539,649,1,0.18,5,0.12,0
50402,745,0,0.41,0,0.3,0
45874,605,0,0.32,0,0.34,0
58922,708,0,0.15,1,0.41,0
40423,598,0,0.82,0,0.36,0
50105,618,0,0.51,3,0.05,0
56645,750,0,0.69,2,0.24,0
50105,712,1,0.22,3,0.29,0
60024,708,1,0.35,3,0.33,0
35877,739,0,0.39,3,0.29,0
50105,689,0,0.07,2,0.29,0
46857,643,0,0.46,0,0.34,0
34163,640,0,0.63,1,0.16,0
46355,742,0,0.34,0,0.42,0
51275,729,0,0.69,4,0.27,0
50105,735,0,0.33,3,0.47,0
45700,736,1,0.47,0,0.5,0
51316,652,0,0.52,2,0.11,0
35116,676,1,0.17,2,0.43,0
62551,685,0,0.26,1,0.25,0
67947,666,0,0.27,1,0.22,0
60937,670,0,0.71,1,0.38,0
50105,700,1,0.33,0,0.21,0
47904,626,2,0.58,0,0.37,0
45871,664,2,0.11,1,0.22,0
55236,628,2,0.39,1,0.37,0
41154,661,0,0.24,4,0.3,0
50105,674,0,1.0,1,0.17,0
41044,721,0,0.11,2,0.17,0
41104,716,1,0.58,0,0.28,0
47530,714,0,0.62,0,0.06,0
67341,748,0,0.81,1,0.27,0
44730,629,0,0.42,0,0.31,0
41557,738,1,0.37,2,0.29,0
51094,532,0,0.29,3,0.34,0
63333,675,0,0.82,0,0.02,0
38888,713,0,0.33,1,0.29,0
30994,663,0,0.11,3,0.35,0
66986,638,0,0.53,0,0.29,0
42024,758,0,0.64,2,0.19,0
50498,750,0,0.22,1,0.42,0
50105,682,1,0.41,1,0.23,0
59552,701,0,0.55,2,0.25,0
50105,685,0,0.57,2,0.29,0
55301,603,0,0.15,0,0.25,0
46922,703,0,0.32,0,0.26,0
45625,600,0,0.39,1,0.26,0
43908,620,1,0.18,5,0.29,1
50105,595,0,0.46,1,0.29,0
50256,642,1,0.47,1,0.5,0
46395,695,0,0.11,2,0.33,0
48563,694,0,0.68,0,0.27,0
37605,703,0,0.54,2,0.53,0
61481,651,0,0.62,1,0.29,0
65509,616,0,0.35,0,0.19,0
50105,650,1,0.37,1,0.34,0
50105,574,0,0.15,2,0.29,0
34879,672,0,0.26,2,0.54,0
40982,679,0,0.41,3,0.24,0
36309,706,0,0.63,4,0.34,0
50105,772,1,0.61,2,0.19,0
53084,728,1,0.15,1,0.39,0
54394,651,0,0.39,2,0.39,0
38323,654,1,0.61,1,0.29,0
50105,650,0,0.14,1,0.12,0
32864,661,0,0.09,1,0.23,0
46154,724,1,0.43,1,0.29,0
50105,749,0,0.6,1,0.29,0
46413,624,0,0.06,3,0.35,0
51379,667,0,0.16,2,0.39,0
55585,695,0,0.65,2,0.13,0
50105,632,0,0.81,3,0.29,0
64382,656,1,0.17,0,0.32,0
58496,647,0,0.35,1,0.29,0
50105,771,1,0.85,1,0.22,0
50105,616,0,0.34,1,0.11,0
45974,694,0,0.51,0,0.34,0
48172,774,1,0.67,3,0.26,0
39077,607,0,0.33,0,0.43,0
50105,758,0,0.27,0,0.14,0
50105,668,0,0.58,2,0.3,0
55609,649,0,1.0,1,0.26,0
37013,585,0,0.42,2,0.42,0
57676,577,1,0.75,0,0.26,1
39814,667,0,0.12,2,0.39,0
33127,609,0,0.15,0,0.29,0
53649,666,0,0.85,3,0.32,0
52061,717,0,0.63,0,0.25,0
67774,671,1,0.64,2,0.27,0
63398,724,0,0.29,2,0.29,0
60491,643,0,0.32,3,0.3,0
55878,630,0,0.59,2,0.22,0
36573,700,0,0.74,0,0.47,0
54080,698,0,0.68,1,0.19,0
47822,672,0,0.4,1,0.28,0
46478,699,0,0.26,2,0.41,0
49996,690,1,0.71,1,0.45,0
67114,669,0,0.55,1,0.1,0
31447,647,1,0.41,2,0.48,0
48015,680,1,1.0,1,0.28,0
48757,702,0,0.75,1,0.25,0
49030,573,0,0.57,3,0.5,0
64761,677,1,0.92,0,0.19,0
48095,700,0,0.09,1,0.42,0
50105,714,0,0.32,2,0.29,0
67568,666,0,0.89,1,0.13,0
36256,732,1,0.68,4,0.29,0
52625,680,0,0.84,1,0.19,0
68220,659,0,0.38,1,0.31,0
50105,669,0,0.15,1,0.29,0
47393,670,0,0.7,0,0.37,0
55410,718,0,0.33,2,0.19,0
40248,634,0,0.24,0,0.32,0
54824,739,1,0.5,1,0.16,0
50105,702,0,0.5,2,0.25,0
36942,676,0,0.38,4,0.35,0
48003,671,0,0.65,3,0.27,0
54135,676,1,0.12,1,0.23,0
50105,641,1,0.2,4,0.34,0
68965,719,0,0.29,0,0.08,0
50331,745,0,0.42,2,0.1,0
43155,657,0,0.27,3,0.41,0
50105,600,1,0.13,2,0.29,0
57149,654,1,0.27,1,0.23,0
51562,726,0,0.29,0,0.3,0
50676,709,1,0.72,1,0.33,0
52173,705,1,0.22,2,0.17,0
40493,735,0,0.19,2,0.49,0
34352,663,0,0.37,3,0.24,0
50105,650,0,0.35,1,0.29,0
43391,607,0,0.1,4,0.5,0
50206,660,0,0.21,3,0.27,0
45936,679,0,0.48,5,0.27,0
50105,589,0,0.38,1,0.11,0
33112,740,0,0.12,1,0.29,0
50105,748,0,0.45,4,0.15,0
50105,696,0,0.11,1,0.46,0
43994,635,0,0.64,3,0.43,0
39691,717,2,0.34,1,0.35,0
50105,683,0,0.67,0,0.29,0
50105,739,0,0.28,0,0.29,0
44406,688,0,0.39,0,0.31,0
34351,774,0,0.86,3,0.29,0
50105,744,0,0.13,2,0.29,0
50105,697,0,0.56,2,0.17,0
49292,744,0,0.52,3,0.29,0
55637,664,0,0.19,3,0.09,0
48792,686,2,0.13,0,0.21,0
57130,829,0,0.9,0,0.32,0
43648,539,0,0.3,1,0.41,0
39169,638,0,0.66,0,0.32,0
50105,776,1,0.81,2,0.29,1
61286,621,1,0.24,0,0.08,0
58378,707,1,0.31,0,0.22,0
40111,675,0,0.6,3,0.48,0
57333,670,2,0.44,3,0.48,0
46207,660,1,0.17,1,0.12,0
46773,753,0,0.61,1,0.48,0
43620,656,1,0.18,2,0.29,0
50105,698,0,0.27,2,0.21,0
64213,653,1,0.58,4,0.22,0
36244,645,0,0.48,5,0.3,0
45600,669,1,0.26,0,0.3,0
48172,675,0,0.77,1,0.14,0
35792,565,0,0.21,3,0.4,0
57029,687,0,0.3,2,0.14,0
63631,638,0,0.97,2,0.05,0
63423,610,0,0.47,3,0.25,0
66023,835,0,0.06,1,0.12,0
55696,700,1,0.48,1,0.23,0
50105,709,0,0.46,1,0.43,0
54540,655,0,0.64,3,0.4,0
63453,659,1,0.14,1,0.19,0
52647,684,1,0.17,2,0.24,0
50105,739,0,0.21,0,0.29,0
56847,675,0,0.52,3,0.18,0
65244,635,0,0.56,2,0.26,0
50105,758,1,0.17,0,0.17,0
55220,701,0,0.55,1,0.24,0
50306,681,1,0.54,1,0.3,0
50105,596,0,0.8,2,0.15,0
43992,673,0,0.48,2,0.21,0
50105,721,0,0.08,0,0.46,0
49960,725,0,0.43,0,0.28,0
59586,685,1,0.37,0,0.31,0
55876,664,1,0.27,2,0.16,0
50796,643,1,0.64,2,0.29,0
52145,777,0,0.49,0,0.27,0
48627,695,0,0.83,3,0.18,0
50521,740,0,0.31,0,0.17,0
41623,727,0,0.38,0,0.2,0
63680,668,0,0.09,1,0.22,0
49535,723,1,0.32,1,0.33,0
37516,776,2,0.12,4,0.42,1
59367,641,1,0.38,1,0.29,0
54563,657,0,1.0,1,0.33,0
46915,749,1,0.18,2,0.36,0
40065,694,0,0.21,1,0.35,0
47676,703,1,0.4,1,0.26,0
50105,674,1,0.96,3,0.08,0
50105,640,0,0.2,1,0.27,0
60065,610,0,0.15,3,0.17,0
44435,621,0,0.06,0,0.48,0
53687,698,2,0.53,0,0.2,0
57307,729,0,0.27,1,0.02,0
46588,668,0,0.52,2,0.11,0
36542,540,1,0.62,1,0.27,0
50105,700,0,0.32,2,0.26,0
68347,791,1,0.68,1,0.22,0
67040,696,1,0.3,1,0.4,0
50105,673,1,0.31,1,0.29,0
33533,612,0,0.14,0,0.29,0
43441,677,0,0.47,1,0.45,0
58361,687,0,0.42,0,0.25,0
60321,713,0,0.39,4,0.28,0
50498,567,0,0.36,4,0.26,0
50105,691,0,0.31,2,0.29,0
50105,669,0,0.06,2,0.24,0
52900,831,1,0.12,1,0.21,0
46639,636,0,0.42,3,0.26,0
55170,641,1,0.5,2,0.29,0
45272,656,1,0.32,3,0.13,0
50105,717,0,0.34,1,0.13,0
64308,688,0,0.37,1,0.17,0
43608,644,0,0.2,2,0.29,0
50105,741,1,0.22,2,0.13,0
48188,582,0,0.43,1,0.02,0
51860,642,1,0.46,0,0.43,0
46788,656,0,0.18,4,0.38,0
47238,655,1,0.61,0,0.52,0
50105,688,0,0.76,2,0.29,0
57095,637,0,0.25,1,0.4,0
59895,713,0,0.51,2,0.27,0
47088,778,0,0.41,0,0.23,0
35402,706,0,0.12,1,0.47,0
50105,720,0,0.64,3,0.52,0
42588,647,1,0.23,1,0.33,0
33747,713,1,0.24,2,0.25,0
48767,726,0,1.0,3,0.32,0
66430,704,0,0.36,2,0.26,0
50105,694,0,0.46,2,0.51,0
63748,682,0,0.33,2,0.21,0
36604,731,0,0.5,0,0.24,0
63238,664,0,0.74,1,0.32,0
53166,733,0,0.1,1,0.24,0
46770,706,0,0.69,4,0.33,0
55383,759,0,0.19,0,0.25,0
56652,674,1,0.45,1,0.27,0
40643,659,0,0.36,0,0.44,0
53262,649,0,0.7,5,0.33,0
55998,625,0,0.29,1,0.14,0
51330,696,0,0.63,3,0.31,0
50105,711,0,0.15,2,0.26,0
51681,604,0,0.64,3,0.32,0
42194,714,1,0.94,1,0.04,0
57303,714,0,0.46,1,0.31,0
53094,681,0,0.06,2,0.18,0
66298,626,0,0.39,0,0.16,0
42778,638,0,0.36,1,0.46,0
57712,644,0,0.16,2,0.24,0
60638,617,0,0.77,0,0.27,0
32435,664,1,0.22,1,0.37,0
55061,729,0,0.54,3,0.23,0
50105,654,0,0.64,1,0.29,0
38946,654,1,0.16,1,0.27,0
50105,621,0,0.88,1,0.29,0
49026,729,0,0.47,1,0.21,0
48270,650,0,0.5,1,0.3,0
50105,670,1,0.62,0,0.13,0
65163,631,0,0.25,4,0.22,0
50105,696,0,0.91,0,0.32,0
50105,668,0,0.24,1,0.33,0
67910,771,0,0.6,3,0.22,0
55520,643,1,0.39,1,0.28,0
49280,714,1,0.42,2,0.29,0
32514,710,0,0.31,0,0.51,0
50105,787,0,0.19,4,0.29,0
50758,765,2,0.51,2,0.37,0
64693,652,0,0.36,3,0.32,0
33089,682,1,0.23,1,0.04,0
64075,686,0,0.51,3,0.1,0
63907,616,1,0.65,2,0.14,0
65886,730,0,0.17,1,0.1,0
49084,630,1,0.68,2,0.29,0
66166,699,0,0.38,1,0.28,0
67870,626,0,0.36,0,0.19,0
50105,652,0,0.3,2,0.32,0
45909,699,0,0.43,3,0.25,0
65180,639,1,0.42,2,0.14,0
50105,708,1,0.17,1,0.29,0
50105,788,0,0.23,2,0.27,0
50105,727,0,0.95,2,0.41,0
56217,668,0,0.29,1,0.31,0
47849,804,1,0.13,0,0.44,0
62733,745,0,0.53,5,0.38,0
49563,649,0,0.21,0,0.19,0
59239,694,0,0.55,2,0.27,0
50105,673,0,0.18,0,0.26,0
64393,683,0,0.41,1,0.28,0
58061,706,0,0.52,0,0.28,0
60932,657,0,0.22,5,0.21,0
57678,635,0,0.45,1,0.02,0
50105,683,0,0.17,2,0.38,0
42282,746,0,0.16,1,0.34,0
58728,668,0,0.07,1,0.18,0
44798,635,0,0.97,0,0.28,0
59430,600,0,0.56,0,0.16,0
45067,718,2,0.69,1,0.08,0
64248,676,0,0.96,0,0.24,0
51805,670,0,0.24,1,0.18,0
56375,566,1,0.71,1,0.35,1
50105,737,0,0.76,2,0.32,0
50106,529,0,0.13,0,0.38,0
50105,772,1,0.21,1,0.16,0
48371,627,0,0.29,3,0.35,0
34756,759,0,0.03,1,0.14,0
63749,603,1,0.32,0,0.22,0
50105,732,0,0.33,1,0.38,0
56412,685,0,0.83,2,0.25,0
43438,821,0,0.39,1,0.35,0
35447,592,0,0.52,0,0.29,0
49032,816,0,0.48,0,0.3,0
45712,721,0,0.37,1,0.14,0
38458,777,0,0.22,1,0.54,0
48282,756,0,0.22,0,0.31,0
66181,760,0,0.62,0,0.1,0
49632,670,0,0.16,1,0.25,0
44635,744,0,0.17,1,0.11,0
50319,614,0,0.17,1,0.32,0
61738,654,0,0.22,4,0.38,0
43690,700,0,0.61,0,0.42,0
53170,738,0,0.11,3,0.15,0
50105,664,1,0.35,0,0.09,0
62045,693,0,0.34,2,0.14,0
59273,680,1,0.61,3,0.2,0
50864,641,1,0.12,1,0.13,0
50105,674,1,0.56,1,0.43,0
46508,685,1,0.43,2,0.29,0
45748,617,0,0.46,0,0.19,0
53594,810,1,0.11,0,0.34,0
44519,650,1,0.46,1,0.31,0
49760,696,1,0.31,1,0.2,0
55439,650,0,0.03,2,0.29,0
31226,705,0,0.94,4,0.43,1
59840,727,0,0.43,2,0.25,0
35244,702,0,0.87,1,0.35,0
45078,665,0,0.82,3,0.25,0
50105,610,0,0.58,1,0.47,0
36212,636,0,0.52,2,0.29,0
32508,709,0,0.38,2,0.4,0
59708,671,0,0.15,2,0.27,0
50638,709,0,0.13,0,0.31,0
49723,664,0,0.19,1,0.28,0
50105,641,0,0.34,3,0.07,0
55158,665,0,0.35,1,0.08,0
35650,629,0,0.41,4,0.36,0
33546,679,1,0.77,0,0.29,1
32349,639,1,0.12,1,0.53,0
59672,690,1,0.15,2,0.26,0
46265,679,0,0.73,1,0.53,0
45622,741,0,0.76,1,0.24,0
49124,769,0,0.68,2,0.35,0
51823,756,0,0.2,3,0.29,0
68821,622,0,0.23,1,0.24,0
59014,646,1,0.41,1,0.24,0
65269,643,0,0.47,0,0.15,0
53225,702,0,0.81,1,0.15,0
60046,766,0,0.49,1,0.24,0
41345,758,0,0.59,0,0.41,0
50105,664,1,0.29,3,0.49,0
50105,648,0,0.61,1,0.04,0
55095,702,2,0.14,0,0.17,0
59318,712,1,0.28,2,0.23,0
33440,590,0,0.47,1,0.27,0
33426,623,0,0.48,1,0.29,0
50849,684,2,0.79,0,0.19,0
49220,755,0,0.13,0,0.34,0
56369,648,0,0.53,2,0.29,0
33024,627,0,0.23,1,0.3,0
50105,736,0,0.84,1,0.21,0
50105,694,1,0.18,1,0.29,0
45312,674,1,0.98,5,0.52,0
54816,699,0,0.58,2,0.21,0
45669,652,0,0.46,5,0.29,0
37948,682,1,0.85,0,0.48,1
40845,684,0,0.35,4,0.38,0
37122,775,0,0.41,2,0.29,0
58685,644,0,0.26,1,0.16,0
52196,679,0,0.63,0,0.29,0
44586,639,0,0.81,1,0.04,0
60189,703,0,0.83,1,0.23,0
66134,655,0,0.26,1,0.39,0
41383,709,1,0.07,0,0.12,0
50105,651,1,0.98,0,0.29,0
31888,704,1,0.49,1,0.52,0
44309,724,1,0.25,1,0.48,0
50105,673,0,0.47,1,0.11,0
40777,648,0,0.33,2,0.24,0
48377,703,1,0.38,0,0.36,0
48597,650,0,0.41,0,0.29,0
54878,690,0,0.27,0,0.03,0
50105,606,0,0.55,2,0.16,0
56517,663,0,0.7,2,0.19,0
60852,691,0,0.6,4,0.03,0
69095,676,0,0.11,2,0.06,0
61896,693,0,0.9,0,0.34,0
48874,705,0,0.8,2,0.29,0
50105,711,1,0.32,1,0.46,0
36093,686,0,0.1,1,0.32,0
47888,770,0,0.42,3,0.42,0
54376,628,2,0.52,0,0.3,0
44334,718,0,0.14,0,0.31,0
52034,648,0,0.38,0,0.43,0
64820,684,0,0.24,1,0.07,0
50105,672,2,0.38,0,0.22,0
47778,542,0,0.89,0,0.29,0
48593,650,0,0.39,0,0.37,0
50105,629,0,0.64,1,0.33,0
44519,648,0,0.45,1,0.21,0
39361,630,1,0.83,1,0.3,0
37687,664,0,0.34,0,0.29,0
59597,688,0,0.6,0,0.36,0
50105,551,1,0.28,1,0.15,0
50105,670,0,0.19,4,0.41,0
52825,787,1,0.36,2,0.45,0
41726,710,0,0.66,0,0.34,0
67130,615,0,0.18,1,0.14,0
47750,598,1,0.5,1,0.35,0
45605,576,1,0.26,0,0.4,0
53545,737,1,0.52,2,0.08,0
63173,619,0,0.22,1,0.12,0
65969,826,0,0.04,1,0.09,0
50105,664,0,0.08,1,0.5,0
50105,563,0,0.26,1,0.29,0
57209,714,0,0.47,1,0.21,0
51559,738,0,0.86,3,0.15,0
37496,662,0,0.54,2,0.16,0
54069,774,1,0.33,3,0.21,0
53710,690,0,0.23,2,0.25,0
31270,636,0,0.06,2,0.35,0
50353,732,0,0.44,3,0.37,0
58050,648,0,0.32,4,0.14,0
48181,695,0,0.15,5,0.13,0
58152,691,0,0.58,1,0.24,0
50105,632,0,0.73,0,0.18,0
40379,684,0,0.52,2,0.29,0
48307,654,0,0.14,4,0.27,0
50105,731,1,0.26,2,0.29,0
65290,592,2,0.62,2,0.2,0
52790,643,0,0.87,1,0.31,0
50105,662,1,0.07,2,0.13,0
67819,604,1,0.75,3,0.2,0
65270,645,1,0.12,3,0.42,0
47400,689,0,0.26,1,0.52,0
56939,630,0,0.23,3,0.1,0
50105,773,0,0.59,2,0.16,0
52717,690,0,0.25,0,0.5,0
50105,676,0,0.16,3,0.14,0
50105,643,1,0.65,0,0.3,0
63196,618,1,0.53,0,0.3,0
49280,695,0,0.76,5,0.29,1
58688,634,1,0.4,3,0.17,0
57260,667,0,0.23,0,0.25,0
54638,743,0,0.27,1,0.2,0
50105,628,1,0.43,2,0.29,0
50105,640,0,0.58,1,0.17,0
46093,676,0,0.05,3,0.21,0
58307,703,0,0.27,0,0.11,0
37533,662,0,0.06,2,0.45,0
43278,537,0,0.18,0,0.13,0
56589,689,0,0.73,0,0.44,0
64987,679,0,0.68,1,0.21,0
37837,741,0,0.18,0,0.48,0
50105,592,1,0.44,2,0.29,1
62399,709,1,0.4,3,0.14,0
55871,663,0,0.46,1,0.27,0
62622,657,0,0.9,3,0.24,0
50105,724,1,0.27,2,0.23,0
33891,682,0,0.28,2,0.09,0
62405,680,0,0.36,0,0.19,0
68519,668,0,0.43,0,0.34,0
60615,721,2,0.43,0,0.35,0
50105,683,1,0.41,2,0.17,0
50105,654,0,0.5,1,0.15,0
61740,668,1,0.53,0,0.29,0
62706,679,1,0.15,2,0.29,0
40871,631,0,0.51,3,0.41,0
45025,645,0,0.29,2,0.21,0
58220,681,0,0.1,1,0.3,0
40019,644,0,0.44,2,0.29,0
50105,689,0,0.35,1,0.26,0
38067,688,0,0.43,0,0.27,0
46476,677,1,0.93,0,0.29,0
50105,667,1,0.26,3,0.51,0
50105,689,0,0.54,4,0.1,0
50572,665,0,0.87,1,0.22,0
63614,563,0,0.3,0,0.28,0
31274,539,2,0.14,2,0.52,0
48602,757,0,0.95,1,0.37,0
48512,664,0,0.21,1,0.22,0
53822,685,1,0.49,0,0.06,0
67316,704,1,0.13,3,0.27,0
41146,600,0,0.27,1,0.1,0
46159,699,0,0.44,1,0.1,0
61699,677,0,0.36,1,0.18,0
55232,731,0,0.09,2,0.34,0
49046,695,1,0.44,1,0.36,0
42975,753,0,0.25,0,0.28,0
39395,743,2,0.07,2,0.26,0
60685,704,0,0.17,1,0.02,0
48521,793,0,0.4,1,0.36,0
31363,716,0,0.22,1,0.22,0
39339,628,0,0.63,2,0.39,0
60846,691,0,1.0,0,0.23,0
55867,683,0,0.71,1,0.11,0
56769,744,0,0.05,2,0.3,0
42193,623,1,0.56,0,0.36,0
51872,655,0,0.19,2,0.27,0
58793,638,1,0.36,1,0.15,0
52919,725,0,0.12,0,0.23,0
50105,720,0,0.86,2,0.22,0
50105,726,1,0.34,4,0.07,0
56847,661,0,0.25,2,0.02,0
33573,699,1,0.24,2,0.34,0
59023,638,0,0.69,0,0.23,0
51978,710,1,0.25,2,0.18,0
49475,735,0,0.18,2,0.37,0
52077,662,0,0.2,2,0.18,0
50105,643,0,0.69,2,0.29,0
50105,780,0,0.33,2,0.5,0
48144,740,0,0.62,1,0.32,0
53229,582,0,0.4,3,0.14,0
56864,694,0,0.13,1,0.23,0
32387,739,0,0.37,1,0.36,0
52383,720,0,0.28,0,0.2,0
48091,721,1,0.4,1,0.25,0
46460,720,0,0.12,1,0.4,0
66468,659,0,0.23,0,0.3,0
58875,692,0,0.58,1,0.33,0
65997,709,1,1.0,3,0.15,0
50105,689,1,0.55,3,0.29,0
42792,695,1,0.44,1,0.32,0
43372,614,1,0.37,1,0.25,0
51600,685,1,0.11,0,0.09,0
49766,653,1,0.83,1,0.43,1
50105,679,0,0.29,2,0.29,0
50105,673,0,0.61,1,0.29,0
46743,691,1,0.28,1,0.33,0
65240,714,0,0.64,3,0.21,0
51985,725,0,0.11,0,0.31,0
39224,652,0,0.78,2,0.52,0
50105,666,0,0.17,1,0.32,0
49390,743,1,0.75,1,0.15,0
67026,706,1,0.39,2,0.28,0
47551,673,0,0.35,1,0.29,0
66553,654,1,0.21,2,0.18,0
39777,706,1,0.26,1,0.43,0
49487,736,0,0.53,0,0.12,0
49506,699,0,0.59,7,0.45,0
50105,659,0,0.48,0,0.17,0
65702,650,1,0.45,1,0.12,0
51040,631,0,0.14,2,0.19,0
41647,676,1,0.37,3,0.45,0
35251,705,0,0.38,1,0.41,0
45797,637,0,0.2,0,0.43,0
50105,696,0,0.23,6,0.42,0
61707,719,0,0.38,0,0.03,0
50809,740,2,0.14,1,0.26,0
50105,644,1,0.23,0,0.27,0
60847,672,0,0.52,2,0.14,0
61881,745,0,0.49,0,0.12,0
50105,658,0,0.56,2,0.29,0
53580,621,1,0.52,2,0.09,0
41456,664,0,0.35,4,0.43,0
53530,754,0,0.31,2,0.29,0
61893,621,0,0.47,1,0.28,0
55811,712,0,0.77,2,0.16,0
47845,630,0,0.26,1,0.3,0
50105,612,0,0.18,3,0.29,0
38260,676,1,0.19,1,0.35,0
50569,651,2,0.53,1,0.24,0
41489,676,0,0.27,2,0.27,0
50105,616,0,0.87,4,0.29,1
42069,640,0,0.54,3,0.24,0
41456,706,0,0.06,2,0.25,0
58829,767,0,0.24,5,0.26,0
34007,656,1,0.19,2,0.2,0
49974,706,0,0.69,0,0.43,0
47340,555,0,0.43,1,0.35,0
62998,698,0,0.91,0,0.37,0
50808,836,2,0.47,1,0.53,0
51486,696,0,0.42,3,0.43,0
50285,599,1,0.4,1,0.25,0
64152,688,1,0.02,0,0.29,0
50971,704,0,0.57,3,0.24,0
50105,700,0,0.37,0,0.25,0
48981,630,2,0.45,1,0.35,0
50652,683,0,0.62,3,0.29,0
54117,723,0,0.11,0,0.3,0
63612,756,0,0.53,2,0.04,0
49037,627,0,0.3,1,0.21,0
44321,634,0,0.5,2,0.06,0
39662,738,0,0.37,1,0.37,0
58539,647,1,0.26,0,0.25,0
39218,656,0,0.19,2,0.21,0
56573,686,0,0.53,0,0.18,0
42010,699,0,0.44,1,0.39,0
37036,763,0,0.39,2,0.4,0
59672,644,0,0.06,2,0.23,0
45785,665,0,0.3,2,0.29,0
50105,715,0,0.24,0,0.29,0
55938,671,0,0.13,1,0.42,0
40589,657,0,0.2,1,0.47,0
56116,681,0,0.3,1,0.26,0
50105,767,1,0.65,0,0.35,0
50105,758,2,0.44,1,0.36,0
43949,612,0,0.41,2,0.25,0
30984,666,0,0.43,1,0.35,0
50105,717,1,0.29,2,0.17,0
50105,696,0,0.48,2,0.04,0
36675,662,1,0.12,2,0.28,0
40455,751,0,0.3,0,0.27,0
50105,650,0,0.5,1,0.48,0
65656,691,0,0.33,2,0.28,0
68469,628,0,0.52,3,0.11,0
41839,750,0,0.29,1,0.12,0
48350,705,0,0.02,1,0.14,0
58628,707,0,0.64,4,0.27,0
50105,696,0,0.45,3,0.29,0
60978,664,0,0.57,2,0.25,0
50105,707,0,0.09,2,0.19,0
47930,640,0,0.53,1,0.3,0
47513,725,0,0.13,2,0.17,0
50350,788,0,0.16,1,0.14,0
39494,715,0,0.44,1,0.39,0
50105,710,0,0.95,2,0.22,0
35339,661,0,1.0,0,0.36,0
50105,663,0,0.52,1,0.18,0
38301,646,0,0.28,2,0.27,0
55366,662,0,0.59,0,0.28,0
51976,676,1,0.38,2,0.29,0
50105,720,1,0.06,2,0.35,0
51058,760,1,0.53,2,0.39,0
46774,718,0,0.05,0,0.45,0
50105,670,0,0.5,0,0.25,0
58823,599,0,0.17,2,0.05,0
67700,592,0,0.06,0,0.23,0
50105,690,0,0.65,1,0.29,0
68533,614,1,0.34,1,0.06,0
50105,705,0,0.62,1,0.29,0
36844,627,0,0.29,1,0.49,0
55891,626,0,0.76,3,0.29,0
60745,692,0,0.35,0,0.32,0
61586,706,0,0.2,2,0.41,0
41912,637,0,0.37,2,0.41,0
50105,738,0,1.0,0,0.21,0
32469,680,0,0.36,0,0.39,0
34950,686,0,0.51,3,0.29,0
62589,658,0,0.01,1,0.28,0
43469,784,1,0.64,1,0.23,0
62230,672,0,0.27,1,0.44,0
31384,698,0,0.51,0,0.29,0
51570,616,0,0.38,0,0.35,0
64141,726,0,0.26,1,0.34,0
44708,700,0,0.19,1,0.34,0
55374,688,0,0.67,3,0.17,0
50105,651,0,0.13,2,0.07,0
32030,656,0,1.0,0,0.49,0
68618,775,1,0.72,0,0.22,0
60917,689,1,0.83,3,0.32,0
50105,676,0,0.13,3,0.29,0
